Topic,Title,Authors,Publication,Date,Citations,Volume,Issue,Pages,DOI,Abstract
autonomous vehicles,Human as AI mentor: Enhanced human-in-the-loop reinforcement learning for safe and efficient autonomous driving,Huang Z.,Communications in Transportation Research,2024-12-01,0,4,No issue available,,10.1016/j.commtr.2024.100127,No abstract available
autonomous vehicles,A road surface reconstruction dataset for autonomous driving,Zhao T.,Scientific Data,2024-12-01,0,11,1,,10.1038/s41597-024-03261-9,No abstract available
autonomous vehicles,Modeling the effect of autonomous vehicles (AVs) on the accessibility of the transportation network,Mirzahossein H.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-60069-8,No abstract available
autonomous vehicles,Acoustic imaging of stable double diffusion in the Madeira abyssal plain,Duarte A.F.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-58861-7,No abstract available
autonomous vehicles,TrajectoFormer: Transformer-Based Trajectory Prediction of Autonomous Vehicles with Spatio-temporal Neighborhood Considerations,Amin F.,International Journal of Computational Intelligence Systems,2024-12-01,0,17,1,,10.1007/s44196-024-00410-1,No abstract available
autonomous vehicles,Optimizing industrial transport with a connected automated vehicle demonstrator for assembly systems and end-of-line production,Curiel-Ramirez L.A.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-58627-1,No abstract available
autonomous vehicles,Evaluating large language models as agents in the clinic,Mehandru N.,npj Digital Medicine,2024-12-01,0,7,1,,10.1038/s41746-024-01083-y,No abstract available
autonomous vehicles,A binary choice model for adoption of an emerging travel mode with unique service features,Gu Y.,Communications in Transportation Research,2024-12-01,0,4,No issue available,,10.1016/j.commtr.2024.100121,No abstract available
autonomous vehicles,High performance artificial visual perception and recognition with a plasmon-enhanced 2D material neural network,Zhang T.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-46867-8,No abstract available
autonomous vehicles,"How can on-street parking regulations affect traffic, safety, and the environment in a cooperative, connected, and automated era?",Sha H.,European Transport Research Review,2024-12-01,1,16,1,,10.1186/s12544-023-00628-8,No abstract available
autonomous vehicles,ST-LaneNet: Lane Line Detection Method Based on Swin Transformer and LaneNet,Du Y.,Chinese Journal of Mechanical Engineering (English Edition),2024-12-01,0,37,1,,10.1186/s10033-024-00992-z,No abstract available
autonomous vehicles,Comprehensive study of driver behavior monitoring systems using computer vision and machine learning techniques,Qu F.,Journal of Big Data,2024-12-01,1,11,1,,10.1186/s40537-024-00890-0,No abstract available
autonomous vehicles,GPT-4 enhanced multimodal grounding for autonomous driving: Leveraging cross-modal attention with large language models,Liao H.,Communications in Transportation Research,2024-12-01,2,4,No issue available,,10.1016/j.commtr.2023.100116,No abstract available
autonomous vehicles,Algorithm Optimization of Computer Simulation Vehicle Driving Simulation System Based on Virtual Reality Technology,Zou L.,International Journal of Computational Intelligence Systems,2024-12-01,0,17,1,,10.1007/s44196-024-00426-7,No abstract available
autonomous vehicles,Applying AVWEWM to ethical decision-making during autonomous vehicle crashes,Liu G.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-54363-8,No abstract available
autonomous vehicles,Potholes and traffic signs detection by classifier with vision transformers,Satti S.K.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-52426-4,No abstract available
autonomous vehicles,Improving efficiency of DNN-based relocalization module for autonomous driving with server-side computing,Li D.,Journal of Cloud Computing,2024-12-01,1,13,1,,10.1186/s13677-024-00592-1,No abstract available
augmented reality,Cortical processes of multisensory plausibility modulation of vibrotactile perception in virtual environments in middled-aged and older adults,Kang K.Y.L.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-64054-z,No abstract available
augmented reality,Unveiling the impact of the SMARTCLAP project on habilitation,Bonello M.,Computational and Structural Biotechnology Journal,2024-12-01,0,24,No issue available,451-463,10.1016/j.csbj.2024.06.001,No abstract available
augmented reality,An embodied perspective on an augmented reality game in school: pupil's bodily experience toward learning,Stalheim O.R.,Smart Learning Environments,2024-12-01,0,11,1,,10.1186/s40561-024-00308-7,No abstract available
augmented reality,Co<sup>2</sup>iAR: Co-located audio-visual enabled mobile collaborative industrial AR wiring harness assembly,Fang W.,Robotics and Computer-Integrated Manufacturing,2024-12-01,0,90,No issue available,,10.1016/j.rcim.2024.102795,No abstract available
augmented reality,Reconfigurable image processing metasurfaces with phase-change materials,Cotrufo M.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-48783-3,No abstract available
augmented reality,Computer Interactive Gesture Recognition Model Based on Improved YOLOv5 Algorithm,Yu C.,International Journal of Computational Intelligence Systems,2024-12-01,0,17,1,,10.1007/s44196-024-00534-4,No abstract available
augmented reality,Co-created augmented reality app and its impact on the effectiveness of learning a foreign language and on cultural knowledge,Di Fuccio R.,Smart Learning Environments,2024-12-01,0,11,1,,10.1186/s40561-024-00304-x,No abstract available
augmented reality,How different text display patterns affect cybersickness in augmented reality,Zhang J.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-62338-y,No abstract available
augmented reality,"Metaverse, virtual reality and augmented reality in total shoulder arthroplasty: a systematic review",Longo U.G.,BMC Musculoskeletal Disorders,2024-12-01,0,25,1,,10.1186/s12891-024-07436-8,No abstract available
augmented reality,Three-dimensional virtual model for robot-assisted partial nephrectomy: a propensity-score matching analysis with a contemporary control group,Grosso A.A.,World Journal of Urology,2024-12-01,0,42,1,,10.1007/s00345-024-05043-9,No abstract available
augmented reality,Ηand dexterities assessment in stroke patients based on augmented reality and machine learning through a box and block test,Papagiannis G.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-61070-x,No abstract available
augmented reality,Assessment of pulmonary vascular anatomy: comparing augmented reality by holograms versus standard CT images/reconstructions using surgical findings as reference standard,Petrella F.,European Radiology Experimental,2024-12-01,0,8,1,,10.1186/s41747-024-00458-w,No abstract available
augmented reality,Five social and ethical considerations for using wildfire visualizations as a communication tool,Edgeley C.M.,Fire Ecology,2024-12-01,0,20,1,,10.1186/s42408-024-00278-8,No abstract available
augmented reality,Beyond the lab: a nanoimprint metalens array-based augmented reality,Li C.,Light: Science and Applications,2024-12-01,0,13,1,,10.1038/s41377-024-01429-x,No abstract available
augmented reality,Delivering clinical tutorials to medical students using the Microsoft HoloLens 2: A mixed-methods evaluation,Connolly M.,BMC Medical Education,2024-12-01,0,24,1,,10.1186/s12909-024-05475-2,No abstract available
augmented reality,Extended reality in cranial and spinal neurosurgery – a bibliometric analysis,Buwaider A.,Acta Neurochirurgica,2024-12-01,0,166,1,,10.1007/s00701-024-06072-4,No abstract available
augmented reality,Neural étendue expander for ultra-wide-angle high-fidelity holographic display,Tseng E.,Nature Communications,2024-12-01,1,15,1,,10.1038/s41467-024-46915-3,No abstract available
augmented reality,Enhancing the color gamut of waveguide displays for augmented reality head-mounted displays through spatially modulated diffraction grating,Lee J.S.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-59231-z,No abstract available
augmented reality,Comparison between accuracy of augmented reality computed tomography-based and portable augmented reality-based navigation systems for cup insertion in total hip arthroplasty,Hasegawa M.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-59115-2,No abstract available
augmented reality,Sustainable EnergySense: a predictive machine learning framework for optimizing residential electricity consumption,Al-Rajab M.,Discover Sustainability,2024-12-01,0,5,1,,10.1007/s43621-024-00243-0,No abstract available
augmented reality,AI and augmented reality for 3D Indian dance pose reconstruction cultural revival,Jayanthi J.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-58680-w,No abstract available
augmented reality,Influence of augmented reality technique on the accuracy of autotransplanted teeth in surgically created sockets,Marhuenda Ramos M.T.,BMC Oral Health,2024-12-01,0,24,1,,10.1186/s12903-024-04173-1,No abstract available
augmented reality,Why people use augmented reality in heritage museums: a socio-technical perspective,Chen Y.,Heritage Science,2024-12-01,0,12,1,,10.1186/s40494-024-01217-1,No abstract available
augmented reality,An end-to-end approach for blindly rendering a virtual sound source in an audio augmented reality environment,Saini S.,"Eurasip Journal on Audio, Speech, and Music Processing",2024-12-01,0,2024,1,,10.1186/s13636-024-00338-6,No abstract available
augmented reality,Remotely prescribed and monitored home-based gait-and-balance therapeutic exergaming using augmented reality (AR) glasses: protocol for a clinical feasibility study in people with Parkinson’s disease,Hardeman L.E.S.,Pilot and Feasibility Studies,2024-12-01,0,10,1,,10.1186/s40814-024-01480-w,No abstract available
virtual reality,Virtual Reality Technology and Artificial Intelligence for Television and Film Animation,Shiva Krishna Reddy V.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-01-01,0,43,1,263-273,10.37934/araset.43.1.263273,No abstract available
virtual reality,Cortical processes of multisensory plausibility modulation of vibrotactile perception in virtual environments in middled-aged and older adults,Kang K.Y.L.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-64054-z,No abstract available
virtual reality,Remote feedback in endovascular simulation training: a mixed-methods study,Roche A.F.,Advances in Simulation,2024-12-01,0,9,1,,10.1186/s41077-024-00297-0,No abstract available
virtual reality,Student acceptance towards AsepticTech VR: a teaching and learning tool for cell and tissue culture aseptic techniques,Lim C.W.,International Journal of Educational Technology in Higher Education,2024-12-01,0,21,1,,10.1186/s41239-024-00472-3,No abstract available
virtual reality,Clinical observation using virtual reality for dental education on surgical tooth extraction: A comparative study,Choi Y.,BMC Medical Education,2024-12-01,0,24,1,,10.1186/s12909-024-05605-w,No abstract available
virtual reality,The use of Virtual Reality (VR) to assess the impact of geographical environments on walking and cycling: a systematic literature review,Ghanbari M.,International Journal of Health Geographics,2024-12-01,0,23,1,,10.1186/s12942-024-00375-6,No abstract available
virtual reality,Design and application of virtual simulation teaching platform for intelligent manufacturing,Zheng P.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-62072-5,No abstract available
virtual reality,Acceptability of virtual reality to screen for dementia in older adults,Siette J.,BMC Geriatrics,2024-12-01,0,24,1,,10.1186/s12877-024-05115-w,No abstract available
virtual reality,Evaluating the impact of virtual reality game training on upper limb motor performance in children and adolescents with developmental coordination disorder: a scoping review using the ICF framework,Alharbi M.,Journal of NeuroEngineering and Rehabilitation,2024-12-01,0,21,1,,10.1186/s12984-024-01393-y,No abstract available
virtual reality,A 3-D interactive microbiology laboratory via virtual reality for enhancing practical skills,Chitra E.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-63601-y,No abstract available
virtual reality,"Sharper vision, steady hands: can robots improve subretinal drug delivery? Systematic review",Łajczak P.M.,Journal of Robotic Surgery,2024-12-01,0,18,1,,10.1007/s11701-024-01991-x,No abstract available
virtual reality,Unveiling the underlying structure of awe in virtual reality and in autobiographical recall: an exploratory study,Chirico A.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-62654-3,No abstract available
virtual reality,"Virtual reality as an engaging and enjoyable method for delivering emergency clinical simulation training: a prospective, interventional study of medical undergraduates",Walls R.,BMC Medicine,2024-12-01,0,22,1,,10.1186/s12916-024-03433-9,No abstract available
